REF_AREA,CURRENCY_DENOM,TIME_PERIOD,OBS_VALUE
ES,X1,2026-07,1813.6689599999997
ES,_T,2014-01,41688
ES,_T,2014-02,39746
ES,_T,2014-03,32109
ES,_T,2014-04,32440
ES,_T,2014-05,45708
ES,_T,2014-06,37846
ES,_T,2014-07,39442
ES,_T,2014-08,16043
ES,_T,2014-09,27787
ES,_T,2014-10,34993
ES,_T,2014-11,43183
ES,_T,2014-12,56733
ES,_T,2015-01,44314
ES,_T,2015-02,48165
ES,_T,2015-03,45157
ES,_T,2015-04,33616
ES,_T,2015-05,35966
ES,_T,2015-06,35155
ES,_T,2015-07,39847
ES,_T,2015-08,27951
ES,_T,2015-09,33948
ES,_T,2015-10,30622
ES,_T,2015-11,30418
ES,_T,2015-12,47241
ES,_T,2016-01,36851
ES,_T,2016-02,48605
ES,_T,2016-03,35780
ES,_T,2016-04,31094
ES,_T,2016-05,38897
ES,_T,2016-06,34238
ES,_T,2016-07,33483
ES,_T,2016-08,18428
ES,_T,2016-09,25802
ES,_T,2016-10,35111
ES,_T,2016-11,31188
ES,_T,2016-12,57842
ES,_T,2017-01,38797
ES,_T,2017-02,35559
ES,_T,2017-03,40948
ES,_T,2017-04,39811
ES,_T,2017-05,31614
ES,_T,2017-06,32371
ES,_T,2017-07,39214
ES,_T,2017-08,15377
ES,_T,2017-09,37424
ES,_T,2017-10,42674
ES,_T,2017-11,35728
ES,_T,2017-12,48587
ES,_T,2018-01,46494
ES,_T,2018-02,39113
ES,_T,2018-03,28805
ES,_T,2018-04,29172
ES,_T,2018-05,27536
ES,_T,2018-06,26742
ES,_T,2018-07,34067
ES,_T,2018-08,17327
ES,_T,2018-09,38753
ES,_T,2018-10,34249
ES,_T,2018-11,30501
ES,_T,2018-12,57602
ES,_T,2019-01,35548
ES,_T,2019-02,41960
ES,_T,2019-03,40009
ES,_T,2019-04,28096
ES,_T,2019-05,29153
ES,_T,2019-06,35240
ES,_T,2019-07,41160
ES,_T,2019-08,14777
ES,_T,2019-09,33568
ES,_T,2019-10,26638
ES,_T,2019-11,33823
ES,_T,2019-12,40959
ES,_T,2020-01,46387
ES,_T,2020-02,41916
ES,_T,2020-03,39330
ES,_T,2020-04,63936
ES,_T,2020-05,49449
ES,_T,2020-06,69184
ES,_T,2020-07,49444
ES,_T,2020-08,17571
ES,_T,2020-09,30149
ES,_T,2020-10,26988
ES,_T,2020-11,21255
ES,_T,2020-12,56528.7254159135
ES,_T,2021-01,43114.38594
ES,_T,2021-02,52378.3904055801
ES,_T,2021-03,44883.2414827754
ES,_T,2021-04,39327.021646329995
ES,_T,2021-05,38040.48181813
ES,_T,2021-06,61088.125532080405
ES,_T,2021-07,47425.727059879995
ES,_T,2021-08,17763.933191657
ES,_T,2021-09,45712.247848700004
ES,_T,2021-10,40160.589836235
ES,_T,2021-11,42768.31307198535
ES,_T,2021-12,29968.41574923018
ES,_T,2022-01,45257.950685270174
ES,_T,2022-02,42739.96909395383
ES,_T,2022-03,62148.762123513996
ES,_T,2022-04,36887.85549523801
ES,_T,2022-05,39836.265955304
ES,_T,2022-06,45068.100390439
ES,_T,2022-07,34918.65111169
ES,_T,2022-08,25524.241439999998
ES,_T,2022-09,53688.5534966
ES,_T,2022-10,35233.595430406
ES,_T,2022-11,40479.63048876
ES,_T,2022-12,46493.96475106
ES,_T,2023-01,49525.900698287995
ES,_T,2023-02,68416.33258523
ES,_T,2023-03,49648.964091799906
ES,_T,2023-04,41563.0297512
ES,_T,2023-05,48267.86992981383
ES,_T,2023-06,56499.114806505
ES,_T,2023-07,39983.446684120005
ES,_T,2023-08,28290.686719999998
ES,_T,2023-09,43853.12849087
ES,_T,2023-10,42690.823717499996
ES,_T,2023-11,41243.503045752004
ES,_T,2023-12,27429.3446454
ES,_T,2024-01,63505.606940121994
ES,_T,2024-02,44698.78226947
ES,_T,2024-03,47790.44029231
ES,_T,2024-04,35702.06883608
ES,_T,2024-05,34147.9662213
ES,_T,2024-06,48208.285562560006
ES,_T,2024-07,37675.8573747088
ES,_T,2024-08,24383.545170600002
ES,_T,2024-09,42085.15241627
ES,_T,2024-10,42365.5356950532
ES,_T,2024-11,33702.455480211
ES,_T,2024-12,41096.67545373901
ES,_T,2025-01,57368.96578201
ES,_T,2025-02,48158.22771074
ES,_T,2025-03,48142.39998798
ES,_T,2025-04,35118.17843235
ES,_T,2025-05,46076.81365027999
ES,_T,2025-06,60488.56922035
ES,_T,2025-07,43140.2835072
ES,_T,2025-08,18640.98477861
ES,_T,2025-09,38354.429730024
ES,_T,2025-10,33810.56025806
ES,_T,2025-11,40031.598507964
ES,_T,2025-12,33812.54242237
ES,_T,2026-01,60330.4088548
ES,_T,2026-02,44607.741369999996
ES,_T,2026-03,52918.53843613
ES,_T,2026-04,44925.34742269
ES,_T,2026-05,42682.553804929994
ES,_T,2026-06,59865.68943734
ES,_T,2026-07,33533.1898955
FR,EUR,2014-01,393219
FR,EUR,2014-02,283193
FR,EUR,2014-03,274348
FR,EUR,2014-04,292970
FR,EUR,2014-05,327585
FR,EUR,2014-06,263557
FR,EUR,2014-07,225883
FR,EUR,2014-08,133015
FR,EUR,2014-09,194145
FR,EUR,2014-10,168866
FR,EUR,2014-11,141357
FR,EUR,2014-12,146152
FR,EUR,2015-01,176301
FR,EUR,2015-02,157286
FR,EUR,2015-03,162518
FR,EUR,2015-04,167000
FR,EUR,2015-05,154823
FR,EUR,2015-06,145426
FR,EUR,2015-07,172502
FR,EUR,2015-08,116073
FR,EUR,2015-09,156485
FR,EUR,2015-10,164651
FR,EUR,2015-11,154868
FR,EUR,2015-12,140250
FR,EUR,2016-01,140560
FR,EUR,2016-02,135588
FR,EUR,2016-03,168779
FR,EUR,2016-04,171114
FR,EUR,2016-05,165841
FR,EUR,2016-06,162345
FR,EUR,2016-07,168325
FR,EUR,2016-08,119722
FR,EUR,2016-09,155351
FR,EUR,2016-10,163992
FR,EUR,2016-11,164701
FR,EUR,2016-12,121424
FR,EUR,2017-01,198659
FR,EUR,2017-02,156962
FR,EUR,2017-03,190618
FR,EUR,2017-04,146316
FR,EUR,2017-05,177087
FR,EUR,2017-06,158528
FR,EUR,2017-07,163592
FR,EUR,2017-08,113993
FR,EUR,2017-09,140339
FR,EUR,2017-10,155789
FR,EUR,2017-11,143125
FR,EUR,2017-12,116189
FR,EUR,2018-01,181228
FR,EUR,2018-02,132650
FR,EUR,2018-03,166269
FR,EUR,2018-04,153041
FR,EUR,2018-05,143404
FR,EUR,2018-06,149448
FR,EUR,2018-07,151355
FR,EUR,2018-08,104062
FR,EUR,2018-09,158204
FR,EUR,2018-10,146672
FR,EUR,2018-11,131223
FR,EUR,2018-12,100014
FR,EUR,2019-01,179805
FR,EUR,2019-02,155599
FR,EUR,2019-03,161301
FR,EUR,2019-04,153602
FR,EUR,2019-05,169717
FR,EUR,2019-06,138389
FR,EUR,2019-07,160073
FR,EUR,2019-08,94956
FR,EUR,2019-09,149706
FR,EUR,2019-10,155827
FR,EUR,2019-11,125060
FR,EUR,2019-12,100996
FR,EUR,2020-01,161544
FR,EUR,2020-02,139569
FR,EUR,2020-03,137516
FR,EUR,2020-04,246596
FR,EUR,2020-05,214736
FR,EUR,2020-06,228878
FR,EUR,2020-07,195630
FR,EUR,2020-08,118776
FR,EUR,2020-09,171318
FR,EUR,2020-10,170676
FR,EUR,2020-11,173907
FR,EUR,2020-12,125948.4610644
FR,EUR,2021-01,205968.53634690001
FR,EUR,2021-02,135402.7594894
FR,EUR,2021-03,174108.2844
FR,EUR,2021-04,154714.56267386
FR,EUR,2021-05,155984.72514310904
FR,EUR,2021-06,185312.557946343
FR,EUR,2021-07,197330.79010557098
FR,EUR,2021-08,138649.00782902
FR,EUR,2021-09,195458.87066172
FR,EUR,2021-10,171932.47472300002
FR,EUR,2021-11,169808.860337
FR,EUR,2021-12,115590.970832964
FR,EUR,2022-01,180474.20680515
FR,EUR,2022-02,167641.45734067902
FR,EUR,2022-03,188526.55906126898
FR,EUR,2022-04,173518.31757921
FR,EUR,2022-05,174272.96731804998
FR,EUR,2022-06,170991.37908281502
FR,EUR,2022-07,177182.555493775
FR,EUR,2022-08,155859.78173800002
FR,EUR,2022-09,208602.583593
FR,EUR,2022-10,224526.472698
FR,EUR,2022-11,238087.5027759
FR,EUR,2022-12,152126.702839337
FR,EUR,2023-01,262458.86176600005
FR,EUR,2023-02,223049.093998715
FR,EUR,2023-03,245611.46671900002
FR,EUR,2023-04,232545.382997
FR,EUR,2023-05,267892.070709
FR,EUR,2023-06,248701.29457699996
FR,EUR,2023-07,290510.549506
FR,EUR,2023-08,185527.91141302598
FR,EUR,2023-09,209066.60232900002
FR,EUR,2023-10,194212.74805306
FR,EUR,2023-11,219280.20556742
FR,EUR,2023-12,139525.06571219
FR,EUR,2024-01,298166.54074699996
FR,EUR,2024-02,235882.50498
FR,EUR,2024-03,251452.20271683
FR,EUR,2024-04,226665.57677699998
FR,EUR,2024-05,219185.75427635
FR,EUR,2024-06,201637.30758638
FR,EUR,2024-07,249010.42575224
FR,EUR,2024-08,188605.00423898
FR,EUR,2024-09,217562.20972867002
FR,EUR,2024-10,242940.3267255
FR,EUR,2024-11,207993.9007557
FR,EUR,2024-12,174907.35955649999
FR,EUR,2025-01,287588.968699359
FR,EUR,2025-02,213126.054292698
FR,EUR,2025-03,213372.24415856
FR,EUR,2025-04,220360.89120893602
FR,EUR,2025-05,231624.75672363
FR,EUR,2025-06,249697.64470260002
FR,EUR,2025-07,230596.00952517
FR,EUR,2025-08,205676.01411553
FR,EUR,2025-09,246093.34990785
FR,EUR,2025-10,235593.48706199997
FR,EUR,2025-11,241952.3432014
FR,EUR,2025-12,198896.82413015
FR,EUR,2026-01,321998.21670662
FR,EUR,2026-02,247126.342969938
FR,EUR,2026-03,267368.33159821003
FR,EUR,2026-04,297760.18671716994
FR,EUR,2026-05,262128.11531019997
FR,EUR,2026-06,272150.00087184
FR,EUR,2026-07,313590.34664057
FR,X1,2014-01,31276
FR,X1,2014-02,14541
FR,X1,2014-03,15646
FR,X1,2014-04,14943
FR,X1,2014-05,15446
FR,X1,2014-06,27349
FR,X1,2014-07,22658
FR,X1,2014-08,17123
FR,X1,2014-09,23837
FR,X1,2014-10,20031
FR,X1,2014-11,20742
FR,X1,2014-12,26182
FR,X1,2015-01,29559
FR,X1,2015-02,29630
FR,X1,2015-03,35706
FR,X1,2015-04,28334
FR,X1,2015-05,22742
FR,X1,2015-06,26783
FR,X1,2015-07,29069
FR,X1,2015-08,22342
FR,X1,2015-09,28189
FR,X1,2015-10,44413
FR,X1,2015-11,24771
FR,X1,2015-12,22728
FR,X1,2016-01,35911
FR,X1,2016-02,29997
FR,X1,2016-03,26305
FR,X1,2016-04,40372
FR,X1,2016-05,33429
FR,X1,2016-06,34261
FR,X1,2016-07,37457
FR,X1,2016-08,30096
FR,X1,2016-09,47509
FR,X1,2016-10,38728
FR,X1,2016-11,35415
FR,X1,2016-12,25051
FR,X1,2017-01,46043
FR,X1,2017-02,33225
FR,X1,2017-03,36999
FR,X1,2017-04,41600
FR,X1,2017-05,33634
FR,X1,2017-06,34123
FR,X1,2017-07,37838
FR,X1,2017-08,28341
FR,X1,2017-09,33462
FR,X1,2017-10,29447
FR,X1,2017-11,34964
FR,X1,2017-12,32160
FR,X1,2018-01,40739
FR,X1,2018-02,31864
FR,X1,2018-03,42182
FR,X1,2018-04,39838
FR,X1,2018-05,43015
FR,X1,2018-06,32442
FR,X1,2018-07,38087
FR,X1,2018-08,37137
FR,X1,2018-09,38348
FR,X1,2018-10,35367
FR,X1,2018-11,20700
FR,X1,2018-12,20596
FR,X1,2019-01,38620
FR,X1,2019-02,24084
FR,X1,2019-03,42125
FR,X1,2019-04,40721
FR,X1,2019-05,33307
FR,X1,2019-06,31562
FR,X1,2019-07,40657
FR,X1,2019-08,29164
FR,X1,2019-09,36352
FR,X1,2019-10,46254
FR,X1,2019-11,33474
FR,X1,2019-12,28683
FR,X1,2020-01,50873
FR,X1,2020-02,47716
FR,X1,2020-03,32705
FR,X1,2020-04,39401
FR,X1,2020-05,75780
FR,X1,2020-06,57637
FR,X1,2020-07,34456
FR,X1,2020-08,31491
FR,X1,2020-09,44426
FR,X1,2020-10,39624
FR,X1,2020-11,42333
FR,X1,2020-12,45012.36594268647
FR,X1,2021-01,64105.43717654324
FR,X1,2021-02,49096.19536092904
FR,X1,2021-03,68272.8509020066
FR,X1,2021-04,66343.82650145593
FR,X1,2021-05,51188.63352337367
FR,X1,2021-06,68057.44072679216
FR,X1,2021-07,69205.61061718888
FR,X1,2021-08,52395.02012253244
FR,X1,2021-09,71826.9494404948
FR,X1,2021-10,62106.24406581881
FR,X1,2021-11,49299.0069870826
FR,X1,2021-12,39239.90227208701
FR,X1,2022-01,84266.69457725508
FR,X1,2022-02,67331.66289880782
FR,X1,2022-03,89719.13081850798
FR,X1,2022-04,74089.01326500703
FR,X1,2022-05,79689.51016553506
FR,X1,2022-06,76518.99194434017
FR,X1,2022-07,74483.49370516262
FR,X1,2022-08,73598.68292158982
FR,X1,2022-09,77475.38469351653
FR,X1,2022-10,80681.13698751395
FR,X1,2022-11,87456.63969109904
FR,X1,2022-12,56832.504716468524
FR,X1,2023-01,85305.12616247043
FR,X1,2023-02,81440.6044333115
FR,X1,2023-03,82487.56402877465
FR,X1,2023-04,71135.38220255724
FR,X1,2023-05,78675.78096332512
FR,X1,2023-06,82335.92519052888
FR,X1,2023-07,71045.04398453605
FR,X1,2023-08,80746.6084596151
FR,X1,2023-09,87646.8993903604
FR,X1,2023-10,87848.75136908685
FR,X1,2023-11,77668.04893356626
FR,X1,2023-12,49173.3921114958
FR,X1,2024-01,95247.14093754915
FR,X1,2024-02,75622.61948031076
FR,X1,2024-03,83509.10087625172
FR,X1,2024-04,76727.57764295477
FR,X1,2024-05,72287.87875930221
FR,X1,2024-06,65094.54471068624
FR,X1,2024-07,68760.78423787605
FR,X1,2024-08,58379.19402471422
FR,X1,2024-09,82567.44788759027
FR,X1,2024-10,67148.94297314627
FR,X1,2024-11,62323.248515839856
FR,X1,2024-12,61705.02950521893
FR,X1,2025-01,95105.85874721268
FR,X1,2025-02,61331.07841086831
FR,X1,2025-03,56190.29176673024
FR,X1,2025-04,65244.06447904643
FR,X1,2025-05,82160.50318675519
FR,X1,2025-06,66126.64420646736
FR,X1,2025-07,59747.02955566622
FR,X1,2025-08,61275.48387997777
FR,X1,2025-09,73143.98873225527
FR,X1,2025-10,71498.3574072636
FR,X1,2025-11,58822.300183627915
FR,X1,2025-12,59031.11074636309
FR,X1,2026-01,86575.9209274094
FR,X1,2026-02,68772.45774885132
FR,X1,2026-03,68685.31320182387
FR,X1,2026-04,65519.45870123689
FR,X1,2026-05,71278.60412931548
FR,X1,2026-06,96703.25884983837
FR,X1,2026-07,74477.27589295922
FR,_T,2014-01,424495
FR,_T,2014-02,297734
FR,_T,2014-03,289994
FR,_T,2014-04,307913
FR,_T,2014-05,343031
FR,_T,2014-06,290906
FR,_T,2014-07,248541
FR,_T,2014-08,150138
FR,_T,2014-09,217982
FR,_T,2014-10,188897
FR,_T,2014-11,162099
FR,_T,2014-12,172334
FR,_T,2015-01,205860
FR,_T,2015-02,186916
FR,_T,2015-03,198224
FR,_T,2015-04,195334
FR,_T,2015-05,177565
FR,_T,2015-06,172209
FR,_T,2015-07,201571
FR,_T,2015-08,138415
FR,_T,2015-09,184674
FR,_T,2015-10,209064
FR,_T,2015-11,179639
FR,_T,2015-12,162978
FR,_T,2016-01,176471
FR,_T,2016-02,165585
FR,_T,2016-03,195084
FR,_T,2016-04,211486
FR,_T,2016-05,199270
FR,_T,2016-06,196606
FR,_T,2016-07,205782
FR,_T,2016-08,149818
FR,_T,2016-09,202860
FR,_T,2016-10,202720
FR,_T,2016-11,200116
FR,_T,2016-12,146475
FR,_T,2017-01,244702
FR,_T,2017-02,190187
FR,_T,2017-03,227617
FR,_T,2017-04,187916
FR,_T,2017-05,210721
FR,_T,2017-06,192651
FR,_T,2017-07,201430
FR,_T,2017-08,142334
FR,_T,2017-09,173801
FR,_T,2017-10,185236
FR,_T,2017-11,178089
FR,_T,2017-12,148349
FR,_T,2018-01,221967
FR,_T,2018-02,164514
FR,_T,2018-03,208451
FR,_T,2018-04,192879
FR,_T,2018-05,186419
FR,_T,2018-06,181890
FR,_T,2018-07,189442
FR,_T,2018-08,141199
FR,_T,2018-09,196552
FR,_T,2018-10,182039
FR,_T,2018-11,151923
FR,_T,2018-12,120610
FR,_T,2019-01,218425
FR,_T,2019-02,179683
FR,_T,2019-03,203426
FR,_T,2019-04,194323
FR,_T,2019-05,203024
FR,_T,2019-06,169951
FR,_T,2019-07,200730
FR,_T,2019-08,124120
FR,_T,2019-09,186058
FR,_T,2019-10,202081
FR,_T,2019-11,158534
FR,_T,2019-12,129679
FR,_T,2020-01,212417
FR,_T,2020-02,187285
FR,_T,2020-03,170221
FR,_T,2020-04,285997
FR,_T,2020-05,290516
FR,_T,2020-06,286515
FR,_T,2020-07,230086
FR,_T,2020-08,150267
FR,_T,2020-09,215744
FR,_T,2020-10,210300
FR,_T,2020-11,216240
FR,_T,2020-12,170960.82700708648
FR,_T,2021-01,270073.9735234432
FR,_T,2021-02,184498.95485032903
FR,_T,2021-03,242381.13530200662
FR,_T,2021-04,221058.38917531594
FR,_T,2021-05,207173.35866648267
FR,_T,2021-06,253369.99867313518
FR,_T,2021-07,266536.4007227599
FR,_T,2021-08,191044.02795155247
FR,_T,2021-09,267285.8201022148
FR,_T,2021-10,234038.7187888188
FR,_T,2021-11,219107.8673240826
FR,_T,2021-12,154830.87310505103
FR,_T,2022-01,264740.9013824051
FR,_T,2022-02,234973.1202394868
FR,_T,2022-03,278245.689879777
FR,_T,2022-04,247607.33084421704
FR,_T,2022-05,253962.47748358507
FR,_T,2022-06,247510.3710271552
FR,_T,2022-07,251666.0491989376
FR,_T,2022-08,229458.46465958984
FR,_T,2022-09,286077.96828651655
FR,_T,2022-10,305207.60968551395
FR,_T,2022-11,325544.14246699907
FR,_T,2022-12,208959.20755580554
FR,_T,2023-01,347763.9879284704
FR,_T,2023-02,304489.6984320265
FR,_T,2023-03,328099.03074777464
FR,_T,2023-04,303680.7651995573
FR,_T,2023-05,346567.85167232517
FR,_T,2023-06,331037.2197675289
FR,_T,2023-07,361555.5934905361
FR,_T,2023-08,266274.5198726411
FR,_T,2023-09,296713.50171936036
FR,_T,2023-10,282061.4994221468
FR,_T,2023-11,296948.25450098625
FR,_T,2023-12,188698.45782368578
FR,_T,2024-01,393413.6816845492
FR,_T,2024-02,311505.1244603108
FR,_T,2024-03,334961.3035930817
FR,_T,2024-04,303393.15441995475
FR,_T,2024-05,291473.6330356522
FR,_T,2024-06,266731.85229706625
FR,_T,2024-07,317771.20999011607
FR,_T,2024-08,246984.1982636942
FR,_T,2024-09,300129.6576162602
FR,_T,2024-10,310089.26969864627
FR,_T,2024-11,270317.1492715398
FR,_T,2024-12,236612.38906171892
FR,_T,2025-01,382694.82744657167
FR,_T,2025-02,274457.13270356634
FR,_T,2025-03,269562.53592529026
FR,_T,2025-04,285604.95568798244
FR,_T,2025-05,313785.2599103852
FR,_T,2025-06,315824.28890906734
FR,_T,2025-07,290343.03908083617
FR,_T,2025-08,266951.4979955078
FR,_T,2025-09,319237.3386401052
FR,_T,2025-10,307091.8444692636
FR,_T,2025-11,300774.6433850279
FR,_T,2025-12,257927.93487651309
FR,_T,2026-01,408574.1376340294
FR,_T,2026-02,315898.80071878934
FR,_T,2026-03,336053.6448000339
FR,_T,2026-04,363279.64541840693
FR,_T,2026-05,333406.7194395155
FR,_T,2026-06,368853.2597216784
FR,_T,2026-07,388067.62253352924
IT,EUR,2014-01,69544.92
IT,EUR,2014-02,56183.53
IT,EUR,2014-03,55372.71
IT,EUR,2014-04,81790.09
IT,EUR,2014-05,75510.68
IT,EUR,2014-06,54551.51
IT,EUR,2014-07,48812.12
IT,EUR,2014-08,31160.06
IT,EUR,2014-09,46120.91
IT,EUR,2014-10,53492.46
IT,EUR,2014-11,40493.16
IT,EUR,2014-12,29848.32
IT,EUR,2015-01,63451.22
IT,EUR,2015-02,51319.35
IT,EUR,2015-03,63034.53
IT,EUR,2015-04,52060.07
IT,EUR,2015-05,40428.22
IT,EUR,2015-06,46574.69
IT,EUR,2015-07,48152.78
IT,EUR,2015-08,33388.23
IT,EUR,2015-09,43968.55
IT,EUR,2015-10,47825.16
IT,EUR,2015-11,47936.85
IT,EUR,2015-12,29096.1
IT,EUR,2016-01,48325.37
IT,EUR,2016-02,51137.37
IT,EUR,2016-03,47132.34
IT,EUR,2016-04,58856.42
IT,EUR,2016-05,47272.79
IT,EUR,2016-06,51652.72
IT,EUR,2016-07,47697.7
IT,EUR,2016-08,32783.43
IT,EUR,2016-09,44552.21
IT,EUR,2016-10,58697.34
IT,EUR,2016-11,51373.69
IT,EUR,2016-12,21811.72
IT,EUR,2017-01,66693.67
IT,EUR,2017-02,55978.9
IT,EUR,2017-03,56115.7
IT,EUR,2017-04,41788.54
IT,EUR,2017-05,56002.33
IT,EUR,2017-06,49070.96
IT,EUR,2017-07,52814.98
IT,EUR,2017-08,29099.79
IT,EUR,2017-09,40026.91
IT,EUR,2017-10,46423.82
IT,EUR,2017-11,57449.54
IT,EUR,2017-12,36328.51
IT,EUR,2018-01,60017.8
IT,EUR,2018-02,44846.04
IT,EUR,2018-03,51728.12
IT,EUR,2018-04,48209.23
IT,EUR,2018-05,55704.66
IT,EUR,2018-06,44177.34
IT,EUR,2018-07,53965.4
IT,EUR,2018-08,31255.72
IT,EUR,2018-09,42501.76
IT,EUR,2018-10,38210.46
IT,EUR,2018-11,46975.31
IT,EUR,2018-12,42110.49
IT,EUR,2019-01,67540.74
IT,EUR,2019-02,53182.57
IT,EUR,2019-03,51755.6
IT,EUR,2019-04,45870.42
IT,EUR,2019-05,43447.24
IT,EUR,2019-06,56688.56
IT,EUR,2019-07,54409.35
IT,EUR,2019-08,31395.37
IT,EUR,2019-09,45164.3
IT,EUR,2019-10,64354.66
IT,EUR,2019-11,61091.05
IT,EUR,2019-12,34547.17
IT,EUR,2020-01,60228.54
IT,EUR,2020-02,55877.4
IT,EUR,2020-03,39429.71
IT,EUR,2020-04,78028
IT,EUR,2020-05,82547.18
IT,EUR,2020-06,81451.81
IT,EUR,2020-07,69019.54
IT,EUR,2020-08,36342.75
IT,EUR,2020-09,58939.69
IT,EUR,2020-10,49007.86
IT,EUR,2020-11,47839.57
IT,EUR,2020-12,57134.16074321
IT,EUR,2021-01,63473.36999095
IT,EUR,2021-02,62503.88531882
IT,EUR,2021-03,56542.58631503
IT,EUR,2021-04,73547.44771914001
IT,EUR,2021-05,63777.64458526
IT,EUR,2021-06,65259.60665536
IT,EUR,2021-07,62139.46015404999
IT,EUR,2021-08,31152.86238525
IT,EUR,2021-09,36340.86232938
IT,EUR,2021-10,46043.75550923
IT,EUR,2021-11,48174.495803
IT,EUR,2021-12,39619.07633474
IT,EUR,2022-01,47321.25654412
IT,EUR,2022-02,52241.80697107
IT,EUR,2022-03,65312.02534122999
IT,EUR,2022-04,47109.97225362
IT,EUR,2022-05,44147.12219247
IT,EUR,2022-06,56271.459528420004
IT,EUR,2022-07,44908.496117459996
IT,EUR,2022-08,31074.63982795
IT,EUR,2022-09,56881.53857102
IT,EUR,2022-10,48764.85280812
IT,EUR,2022-11,80966.15876365
IT,EUR,2022-12,49050.051358159995
IT,EUR,2023-01,46810.02368308
IT,EUR,2023-02,59037.76374421
IT,EUR,2023-03,69801.01662889
IT,EUR,2023-04,60168.9366325
IT,EUR,2023-05,58564.2901037
IT,EUR,2023-06,85231.98283510999
IT,EUR,2023-07,60610.19309121
IT,EUR,2023-08,34637.932181359996
IT,EUR,2023-09,72016.07007382
IT,EUR,2023-10,81544.00619899
IT,EUR,2023-11,53404.76617377
IT,EUR,2023-12,43599.55074467
IT,EUR,2024-01,67104.61735333
IT,EUR,2024-02,69968.17757465
IT,EUR,2024-03,82930.14320637
IT,EUR,2024-04,63019.3763827
IT,EUR,2024-05,92520.65964215
IT,EUR,2024-06,66736.80679242
IT,EUR,2024-07,60466.458541119995
IT,EUR,2024-08,34687.39736318
IT,EUR,2024-09,71936.58304642
IT,EUR,2024-10,66223.19148841
IT,EUR,2024-11,69998.5401905
IT,EUR,2024-12,42864.456009839996
IT,EUR,2025-01,75442.78971061
IT,EUR,2025-02,79174.40248533999
IT,EUR,2025-03,67004.08015224
IT,EUR,2025-04,58101.8012511
IT,EUR,2025-05,67367.37705647
IT,EUR,2025-06,88695.546776
IT,EUR,2025-07,59781.17615251
IT,EUR,2025-08,28002.28304819
IT,EUR,2025-09,68937.56642435
IT,EUR,2025-10,68876.602155
IT,EUR,2025-11,76382.39124172999
IT,EUR,2025-12,46623.13822423
IT,EUR,2026-01,72216.5131366
IT,EUR,2026-02,66331.53797809
IT,EUR,2026-03,73814.12805888
IT,EUR,2026-04,76931.82660119
IT,EUR,2026-05,72691.04818923
IT,EUR,2026-06,102012.82659613
IT,EUR,2026-07,62572.81057171
IT,X1,2014-01,2964.6
IT,X1,2014-02,102.27
IT,X1,2014-03,551.98
IT,X1,2014-04,405.25
IT,X1,2014-05,1259.61
IT,X1,2014-06,1960.5
IT,X1,2014-07,56.33
IT,X1,2014-08,0
IT,X1,2014-09,706.41
IT,X1,2014-10,378.34
IT,X1,2014-11,624.26
IT,X1,2014-12,276.96
IT,X1,2015-01,478.64
IT,X1,2015-02,201.62
IT,X1,2015-03,37.35
IT,X1,2015-04,189.42
IT,X1,2015-05,602.8
IT,X1,2015-06,570.92
IT,X1,2015-07,43.94
IT,X1,2015-08,5.67
IT,X1,2015-09,171.48
IT,X1,2015-10,405.3
IT,X1,2015-11,184.4
IT,X1,2015-12,112.25
IT,X1,2016-01,1826.86
IT,X1,2016-02,0.29
IT,X1,2016-03,665.26
IT,X1,2016-04,5.92
IT,X1,2016-05,1255.67
IT,X1,2016-06,138.55
IT,X1,2016-07,658.46
IT,X1,2016-08,0.79
IT,X1,2016-09,452.53
IT,X1,2016-10,118.64
IT,X1,2016-11,622.7
IT,X1,2016-12,2.93
IT,X1,2017-01,609.24
IT,X1,2017-02,0.13
IT,X1,2017-03,442.02
IT,X1,2017-04,1889.57
IT,X1,2017-05,349.79
IT,X1,2017-06,925.86
IT,X1,2017-07,3234.88
IT,X1,2017-08,28.51
IT,X1,2017-09,432.49
IT,X1,2017-10,376.98
IT,X1,2017-11,2015.69
IT,X1,2017-12,40.81
IT,X1,2018-01,2736.05
IT,X1,2018-02,211.06
IT,X1,2018-03,718.48
IT,X1,2018-04,211.56
IT,X1,2018-05,425.55
IT,X1,2018-06,191.93
IT,X1,2018-07,567.9
IT,X1,2018-08,1.4
IT,X1,2018-09,1759.16
IT,X1,2018-10,73.89
IT,X1,2018-11,562.74
IT,X1,2018-12,2677.9
IT,X1,2019-01,2897.08
IT,X1,2019-02,98.38
IT,X1,2019-03,1375.87
IT,X1,2019-04,1141.06
IT,X1,2019-05,1498.95
IT,X1,2019-06,291.21
IT,X1,2019-07,79.29
IT,X1,2019-08,587.5
IT,X1,2019-09,2133.5
IT,X1,2019-10,6862.98
IT,X1,2019-11,173.06
IT,X1,2019-12,478.22
IT,X1,2020-01,651.1
IT,X1,2020-02,143.79
IT,X1,2020-03,146.68
IT,X1,2020-04,1.02
IT,X1,2020-05,3.2
IT,X1,2020-06,2083.51
IT,X1,2020-07,41.09
IT,X1,2020-08,14.53
IT,X1,2020-09,953.09
IT,X1,2020-10,91.57
IT,X1,2020-11,2882.22
IT,X1,2020-12,0
IT,X1,2021-01,1.1314
IT,X1,2021-02,413.1195
IT,X1,2021-03,1039.8106200000002
IT,X1,2021-04,288.93396
